study,control,value,seed,width,height,teams,ok,detail,tel:gauntlet.court.radial-width,tel:gauntlet.gate.width,tiles:stone,tel:gauntlet.home.tower-level,tiles:wheat,tiles:wood,tiles:algae,tiles:cherry,tel:gauntlet.partition.width,tel:gauntlet.home.towers,tel:gauntlet.home.farm-area,tel:gauntlet.court.wheat,tiles:orange,tiles:prune,sites4x4
ablation,starting-towers,3,4,256,256,4,True,,34.56,7.0,4520,3.0,2709,200,336,20,2.0,2.0,4760.0,59.25,20,20,7272
ablation,wheat-amount,0,4,256,256,4,True,,34.56,7.0,4520,1.0,360,200,336,20,2.0,2.0,4760.0,0.0,20,20,8566
ablation,wheat-amount,25,4,256,256,4,True,,34.56,7.0,4520,1.0,964,200,336,20,2.0,2.0,4760.0,19.0,20,20,8221
ablation,wheat-amount,50,4,256,256,4,True,,34.56,7.0,4520,1.0,1568,200,336,20,2.0,2.0,4760.0,38.0,20,20,7865
ablation,wheat-amount,75,4,256,256,4,True,,34.56,7.0,4520,1.0,2166,200,336,20,2.0,2.0,4760.0,55.5,20,20,7562
ablation,wheat-amount,125,4,256,256,4,True,,34.56,7.0,4520,1.0,3237,200,336,20,2.0,2.0,4760.0,59.25,20,20,6931
ablation,wheat-amount,150,4,256,256,4,True,,34.56,7.0,4520,1.0,3765,200,336,20,2.0,2.0,4760.0,59.25,20,20,6708
ablation,wheat-amount,175,4,256,256,4,True,,34.56,7.0,4520,1.0,4293,200,336,20,2.0,2.0,4760.0,59.25,20,20,6539
ablation,wheat-amount,200,4,256,256,4,True,,34.56,7.0,4520,1.0,4821,200,336,20,2.0,2.0,4760.0,59.25,20,20,6457
ablation,wheat-amount,225,4,256,256,4,True,,34.56,7.0,4520,1.0,5349,200,336,20,2.0,2.0,4760.0,59.25,20,20,6364
ablation,wheat-amount,250,4,256,256,4,True,,34.56,7.0,4520,1.0,5802,200,336,20,2.0,2.0,4760.0,59.25,20,20,6344
ablation,wheat-amount,275,4,256,256,4,True,,34.56,7.0,4520,1.0,5807,200,336,20,2.0,2.0,4760.0,59.25,20,20,6344
ablation,wheat-amount,300,4,256,256,4,True,,34.56,7.0,4520,1.0,5807,200,336,20,2.0,2.0,4760.0,59.25,20,20,6344
ablation,wood-amount,0,4,256,256,4,True,,34.56,7.0,4520,1.0,2709,120,336,20,2.0,2.0,4760.0,59.25,20,20,7300
ablation,wood-amount,25,4,256,256,4,True,,34.56,7.0,4520,1.0,2709,140,336,20,2.0,2.0,4760.0,59.25,20,20,7278
ablation,wood-amount,50,4,256,256,4,True,,34.56,7.0,4520,1.0,2709,160,336,20,2.0,2.0,4760.0,59.25,20,20,7260
ablation,wood-amount,75,4,256,256,4,True,,34.56,7.0,4520,1.0,2709,180,336,20,2.0,2.0,4760.0,59.25,20,20,7236
ablation,wood-amount,125,4,256,256,4,True,,34.56,7.0,4520,1.0,2709,220,336,20,2.0,2.0,4760.0,59.25,20,20,7205
ablation,wood-amount,150,4,256,256,4,True,,34.56,7.0,4520,1.0,2709,240,336,20,2.0,2.0,4760.0,59.25,20,20,7187
ablation,wood-amount,175,4,256,256,4,True,,34.56,7.0,4520,1.0,2709,260,336,20,2.0,2.0,4760.0,59.25,20,20,7174
ablation,wood-amount,200,4,256,256,4,True,,34.56,7.0,4520,1.0,2709,280,336,20,2.0,2.0,4760.0,59.25,20,20,7163
ablation,wood-amount,225,4,256,256,4,True,,34.56,7.0,4520,1.0,2709,300,336,20,2.0,2.0,4760.0,59.25,20,20,7155
ablation,wood-amount,250,4,256,256,4,True,,34.56,7.0,4520,1.0,2709,320,336,20,2.0,2.0,4760.0,59.25,20,20,7148
ablation,wood-amount,275,4,256,256,4,True,,34.56,7.0,4520,1.0,2709,340,336,20,2.0,2.0,4760.0,59.25,20,20,7134
ablation,wood-amount,300,4,256,256,4,True,,34.56,7.0,4520,1.0,2709,360,336,20,2.0,2.0,4760.0,59.25,20,20,7131
ablation,algae-amount,0,4,256,256,4,True,,34.56,7.0,4520,1.0,2709,200,0,20,2.0,2.0,4760.0,59.25,20,20,7219
ablation,algae-amount,25,4,256,256,4,True,,34.56,7.0,4520,1.0,2709,200,87,20,2.0,2.0,4760.0,59.25,20,20,7219
ablation,algae-amount,50,4,256,256,4,True,,34.56,7.0,4520,1.0,2709,200,167,20,2.0,2.0,4760.0,59.25,20,20,7219
ablation,algae-amount,75,4,256,256,4,True,,34.56,7.0,4520,1.0,2709,200,251,20,2.0,2.0,4760.0,59.25,20,20,7219
ablation,algae-amount,125,4,256,256,4,True,,34.56,7.0,4520,1.0,2709,200,416,20,2.0,2.0,4760.0,59.25,20,20,7219
ablation,algae-amount,150,4,256,256,4,True,,34.56,7.0,4520,1.0,2709,200,494,20,2.0,2.0,4760.0,59.25,20,20,7219
ablation,algae-amount,175,4,256,256,4,True,,34.56,7.0,4520,1.0,2709,200,562,20,2.0,2.0,4760.0,59.25,20,20,7219
ablation,algae-amount,200,4,256,256,4,True,,34.56,7.0,4520,1.0,2709,200,641,20,2.0,2.0,4760.0,59.25,20,20,7219
ablation,algae-amount,225,4,256,256,4,True,,34.56,7.0,4520,1.0,2709,200,711,20,2.0,2.0,4760.0,59.25,20,20,7219
ablation,algae-amount,250,4,256,256,4,True,,34.56,7.0,4520,1.0,2709,200,784,20,2.0,2.0,4760.0,59.25,20,20,7219
ablation,algae-amount,275,4,256,256,4,True,,34.56,7.0,4520,1.0,2709,200,857,20,2.0,2.0,4760.0,59.25,20,20,7219
ablation,algae-amount,300,4,256,256,4,True,,34.56,7.0,4520,1.0,2709,200,923,20,2.0,2.0,4760.0,59.25,20,20,7219
ablation,fruit-amount,0,4,256,256,4,True,,34.56,7.0,4520,1.0,2709,200,336,0,2.0,2.0,4760.0,59.25,0,0,7312
ablation,fruit-amount,25,4,256,256,4,True,,34.56,7.0,4520,1.0,2709,200,336,4,2.0,2.0,4760.0,59.25,4,4,7298
ablation,fruit-amount,50,4,256,256,4,True,,34.56,7.0,4520,1.0,2709,200,336,12,2.0,2.0,4760.0,59.25,12,12,7250
ablation,fruit-amount,75,4,256,256,4,True,,34.56,7.0,4520,1.0,2709,200,336,16,2.0,2.0,4760.0,59.25,16,16,7232
ablation,fruit-amount,125,4,256,256,4,True,,34.56,7.0,4520,1.0,2709,200,336,24,2.0,2.0,4760.0,59.25,24,24,7201
ablation,fruit-amount,150,4,256,256,4,True,,34.56,7.0,4520,1.0,2709,200,336,32,2.0,2.0,4760.0,59.25,32,32,7171
ablation,fruit-amount,175,4,256,256,4,True,,34.56,7.0,4520,1.0,2709,200,336,36,2.0,2.0,4760.0,59.25,36,36,7159
ablation,fruit-amount,200,4,256,256,4,True,,34.56,7.0,4520,1.0,2709,200,336,40,2.0,2.0,4760.0,59.25,40,40,7141
ablation,fruit-amount,225,4,256,256,4,True,,34.56,7.0,4520,1.0,2709,200,336,44,2.0,2.0,4760.0,59.25,44,44,7129
ablation,fruit-amount,250,4,256,256,4,True,,34.56,7.0,4520,1.0,2709,200,336,52,2.0,2.0,4760.0,59.25,52,52,7099
ablation,fruit-amount,275,4,256,256,4,True,,34.56,7.0,4520,1.0,2709,200,336,56,2.0,2.0,4760.0,59.25,56,56,7084
ablation,fruit-amount,300,4,256,256,4,True,,34.56,7.0,4520,1.0,2709,200,336,60,2.0,2.0,4760.0,59.25,60,60,7063
baseline,,0,5,256,256,4,True,,34.56,7.0,4576,1.0,2559,200,331,20,2.0,2.0,4757.0,21.75,20,20,7502
ablation,court-size,80,5,256,256,4,True,,30.0,7.0,4540,1.0,2811,200,364,20,2.0,2.0,5327.0,21.75,20,20,5913
ablation,court-size,90,5,256,256,4,True,,31.104,7.0,4536,1.0,2751,200,347,20,2.0,2.0,5185.0,21.75,20,20,6290
ablation,court-size,110,5,256,256,4,True,,38.016000000000005,7.0,4704,1.0,2351,200,309,20,2.0,2.0,4291.0,21.75,20,20,8471
ablation,court-size,120,5,256,256,4,True,,41.47200000000001,7.0,4696,1.0,2174,200,299,20,2.0,2.0,3818.0,29.5,20,20,9175
ablation,gate-width,5,5,256,256,4,True,,34.56,5.0,4632,1.0,2559,200,331,20,2.0,2.0,4757.0,21.75,20,20,7795
ablation,gate-width,9,5,256,256,4,True,,34.56,9.0,4520,1.0,2559,200,331,20,2.0,2.0,4757.0,21.75,20,20,7217
ablation,partition-wall,1,5,256,256,4,True,,34.56,7.0,4464,1.0,2559,200,331,20,1.0,2.0,4757.0,21.75,20,20,7584
ablation,partition-wall,3,5,256,256,4,True,,34.56,7.0,4688,1.0,2555,200,331,20,3.0,2.0,4757.0,20.75,20,20,7405
ablation,starting-towers,0,5,256,256,4,True,,34.56,7.0,4576,0.0,2559,200,331,20,2.0,0.0,4757.0,21.75,20,20,7594
ablation,starting-towers,2,5,256,256,4,True,,34.56,7.0,4576,2.0,2559,200,331,20,2.0,2.0,4757.0,21.75,20,20,7532
ablation,starting-towers,3,5,256,256,4,True,,34.56,7.0,4576,3.0,2559,200,331,20,2.0,2.0,4757.0,21.75,20,20,7558
ablation,wheat-amount,0,5,256,256,4,True,,34.56,7.0,4576,1.0,360,200,331,20,2.0,2.0,4757.0,0.0,20,20,8838
ablation,wheat-amount,25,5,256,256,4,True,,34.56,7.0,4576,1.0,964,200,331,20,2.0,2.0,4757.0,19.0,20,20,8499
ablation,wheat-amount,50,5,256,256,4,True,,34.56,7.0,4576,1.0,1503,200,331,20,2.0,2.0,4757.0,21.75,20,20,8163
ablation,wheat-amount,75,5,256,256,4,True,,34.56,7.0,4576,1.0,2031,200,331,20,2.0,2.0,4757.0,21.75,20,20,7837
ablation,wheat-amount,125,5,256,256,4,True,,34.56,7.0,4576,1.0,3087,200,331,20,2.0,2.0,4757.0,21.75,20,20,7183
ablation,wheat-amount,150,5,256,256,4,True,,34.56,7.0,4576,1.0,3615,200,331,20,2.0,2.0,4757.0,21.75,20,20,6954
ablation,wheat-amount,175,5,256,256,4,True,,34.56,7.0,4576,1.0,4143,200,331,20,2.0,2.0,4757.0,21.75,20,20,6744
ablation,wheat-amount,200,5,256,256,4,True,,34.56,7.0,4576,1.0,4671,200,331,20,2.0,2.0,4757.0,21.75,20,20,6667
ablation,wheat-amount,225,5,256,256,4,True,,34.56,7.0,4576,1.0,5199,200,331,20,2.0,2.0,4757.0,21.75,20,20,6582
ablation,wheat-amount,250,5,256,256,4,True,,34.56,7.0,4576,1.0,5684,200,331,20,2.0,2.0,4757.0,21.75,20,20,6547
ablation,wheat-amount,275,5,256,256,4,True,,34.56,7.0,4576,1.0,5707,200,331,20,2.0,2.0,4757.0,21.75,20,20,6547
ablation,wheat-amount,300,5,256,256,4,True,,34.56,7.0,4576,1.0,5707,200,331,20,2.0,2.0,4757.0,21.75,20,20,6547
ablation,wood-amount,0,5,256,256,4,True,,34.56,7.0,4576,1.0,2559,120,331,20,2.0,2.0,4757.0,21.75,20,20,7579
ablation,wood-amount,25,5,256,256,4,True,,34.56,7.0,4576,1.0,2559,140,331,20,2.0,2.0,4757.0,21.75,20,20,7557
ablation,wood-amount,50,5,256,256,4,True,,34.56,7.0,4576,1.0,2559,160,331,20,2.0,2.0,4757.0,21.75,20,20,7538
ablation,wood-amount,75,5,256,256,4,True,,34.56,7.0,4576,1.0,2559,180,331,20,2.0,2.0,4757.0,21.75,20,20,7524
ablation,wood-amount,125,5,256,256,4,True,,34.56,7.0,4576,1.0,2559,220,331,20,2.0,2.0,4757.0,21.75,20,20,7488
ablation,wood-amount,150,5,256,256,4,True,,34.56,7.0,4576,1.0,2559,240,331,20,2.0,2.0,4757.0,21.75,20,20,7480
ablation,wood-amount,175,5,256,256,4,True,,34.56,7.0,4576,1.0,2559,260,331,20,2.0,2.0,4757.0,21.75,20,20,7468
ablation,wood-amount,200,5,256,256,4,True,,34.56,7.0,4576,1.0,2559,280,331,20,2.0,2.0,4757.0,21.75,20,20,7456
ablation,wood-amount,225,5,256,256,4,True,,34.56,7.0,4576,1.0,2559,300,331,20,2.0,2.0,4757.0,21.75,20,20,7447
ablation,wood-amount,250,5,256,256,4,True,,34.56,7.0,4576,1.0,2559,320,331,20,2.0,2.0,4757.0,21.75,20,20,7442
ablation,wood-amount,275,5,256,256,4,True,,34.56,7.0,4576,1.0,2559,340,331,20,2.0,2.0,4757.0,21.75,20,20,7429
ablation,wood-amount,300,5,256,256,4,True,,34.56,7.0,4576,1.0,2559,360,331,20,2.0,2.0,4757.0,21.75,20,20,7423
ablation,algae-amount,0,5,256,256,4,True,,34.56,7.0,4576,1.0,2559,200,0,20,2.0,2.0,4757.0,21.75,20,20,7502
ablation,algae-amount,25,5,256,256,4,True,,34.56,7.0,4576,1.0,2559,200,82,20,2.0,2.0,4757.0,21.75,20,20,7502
ablation,algae-amount,50,5,256,256,4,True,,34.56,7.0,4576,1.0,2559,200,161,20,2.0,2.0,4757.0,21.75,20,20,7502
ablation,algae-amount,75,5,256,256,4,True,,34.56,7.0,4576,1.0,2559,200,249,20,2.0,2.0,4757.0,21.75,20,20,7502
ablation,algae-amount,125,5,256,256,4,True,,34.56,7.0,4576,1.0,2559,200,412,20,2.0,2.0,4757.0,21.75,20,20,7502
ablation,algae-amount,150,5,256,256,4,True,,34.56,7.0,4576,1.0,2559,200,496,20,2.0,2.0,4757.0,21.75,20,20,7502
ablation,algae-amount,175,5,256,256,4,True,,34.56,7.0,4576,1.0,2559,200,578,20,2.0,2.0,4757.0,21.75,20,20,7502
ablation,algae-amount,200,5,256,256,4,True,,34.56,7.0,4576,1.0,2559,200,658,20,2.0,2.0,4757.0,21.75,20,20,7502
ablation,algae-amount,225,5,256,256,4,True,,34.56,7.0,4576,1.0,2559,200,730,20,2.0,2.0,4757.0,21.75,20,20,7502
ablation,algae-amount,250,5,256,256,4,True,,34.56,7.0,4576,1.0,2559,200,803,20,2.0,2.0,4757.0,21.75,20,20,7502
ablation,algae-amount,275,5,256,256,4,True,,34.56,7.0,4576,1.0,2559,200,865,20,2.0,2.0,4757.0,21.75,20,20,7502
ablation,algae-amount,300,5,256,256,4,True,,34.56,7.0,4576,1.0,2559,200,933,20,2.0,2.0,4757.0,21.75,20,20,7502
ablation,fruit-amount,0,5,256,256,4,True,,34.56,7.0,4576,1.0,2559,200,331,0,2.0,2.0,4757.0,21.75,0,0,7622
ablation,fruit-amount,25,5,256,256,4,True,,34.56,7.0,4576,1.0,2559,200,331,4,2.0,2.0,4757.0,21.75,4,4,7586
ablation,fruit-amount,50,5,256,256,4,True,,34.56,7.0,4576,1.0,2559,200,331,12,2.0,2.0,4757.0,21.75,12,12,7546
ablation,fruit-amount,75,5,256,256,4,True,,34.56,7.0,4576,1.0,2559,200,331,16,2.0,2.0,4757.0,21.75,16,16,7522
ablation,fruit-amount,125,5,256,256,4,True,,34.56,7.0,4576,1.0,2559,200,331,24,2.0,2.0,4757.0,21.75,24,24,7486
ablation,fruit-amount,150,5,256,256,4,True,,34.56,7.0,4576,1.0,2559,200,331,32,2.0,2.0,4757.0,21.75,32,32,7451
ablation,fruit-amount,175,5,256,256,4,True,,34.56,7.0,4576,1.0,2559,200,331,36,2.0,2.0,4757.0,21.75,36,36,7431
ablation,fruit-amount,200,5,256,256,4,True,,34.56,7.0,4576,1.0,2559,200,331,40,2.0,2.0,4757.0,21.75,40,40,7417
ablation,fruit-amount,225,5,256,256,4,True,,34.56,7.0,4576,1.0,2559,200,331,44,2.0,2.0,4757.0,21.75,44,44,7400
ablation,fruit-amount,250,5,256,256,4,True,,34.56,7.0,4576,1.0,2559,200,331,52,2.0,2.0,4757.0,21.75,52,52,7361
ablation,fruit-amount,275,5,256,256,4,True,,34.56,7.0,4576,1.0,2559,200,331,56,2.0,2.0,4757.0,21.75,56,56,7349
ablation,fruit-amount,300,5,256,256,4,True,,34.56,7.0,4576,1.0,2559,200,331,60,2.0,2.0,4757.0,21.75,60,60,7334
baseline,,0,6,256,256,4,True,,34.56,7.0,4616,1.0,2608,200,303,20,2.0,2.0,4754.0,34.0,20,20,7739
ablation,court-size,80,6,256,256,4,True,,30.0,7.0,4580,1.0,2864,200,363,20,2.0,2.0,5332.0,34.0,20,20,6291
ablation,court-size,90,6,256,256,4,True,,31.104,7.0,4592,1.0,2804,200,360,20,2.0,2.0,5193.0,34.0,20,20,6601
ablation,court-size,110,6,256,256,4,True,,38.016000000000005,7.0,4724,1.0,2404,200,292,20,2.0,2.0,4297.0,34.0,20,20,8618
ablation,court-size,120,6,256,256,4,True,,41.47200000000001,7.0,4716,1.0,2207,200,282,20,2.0,2.0,3809.0,38.75,20,20,9559
ablation,gate-width,5,6,256,256,4,True,,34.56,5.0,4676,1.0,2608,200,303,20,2.0,2.0,4754.0,34.0,20,20,8040
ablation,gate-width,9,6,256,256,4,True,,34.56,9.0,4560,1.0,2608,200,303,20,2.0,2.0,4754.0,34.0,20,20,7465
ablation,partition-wall,1,6,256,256,4,True,,34.56,7.0,4488,1.0,2614,200,303,20,1.0,2.0,4754.0,35.5,20,20,7791
ablation,partition-wall,3,6,256,256,4,True,,34.56,7.0,4712,1.0,2608,200,303,20,3.0,2.0,4754.0,34.0,20,20,7653
ablation,starting-towers,0,6,256,256,4,True,,34.56,7.0,4616,0.0,2608,200,303,20,2.0,0.0,4754.0,34.0,20,20,7823
ablation,starting-towers,2,6,256,256,4,True,,34.56,7.0,4616,2.0,2608,200,303,20,2.0,2.0,4754.0,34.0,20,20,7747
ablation,starting-towers,3,6,256,256,4,True,,34.56,7.0,4616,3.0,2608,200,303,20,2.0,2.0,4754.0,34.0,20,20,7791
ablation,wheat-amount,0,6,256,256,4,True,,34.56,7.0,4616,1.0,360,200,303,20,2.0,2.0,4754.0,0.0,20,20,9189
ablation,wheat-amount,25,6,256,256,4,True,,34.56,7.0,4616,1.0,964,200,303,20,2.0,2.0,4754.0,19.0,20,20,8836
ablation,wheat-amount,50,6,256,256,4,True,,34.56,7.0,4616,1.0,1551,200,303,20,2.0,2.0,4754.0,33.75,20,20,8466
ablation,wheat-amount,75,6,256,256,4,True,,34.56,7.0,4616,1.0,2080,200,303,20,2.0,2.0,4754.0,34.0,20,20,8111
ablation,wheat-amount,125,6,256,256,4,True,,34.56,7.0,4616,1.0,3136,200,303,20,2.0,2.0,4754.0,34.0,20,20,7371
ablation,wheat-amount,150,6,256,256,4,True,,34.56,7.0,4616,1.0,3664,200,303,20,2.0,2.0,4754.0,34.0,20,20,7030
ablation,wheat-amount,175,6,256,256,4,True,,34.56,7.0,4616,1.0,4192,200,303,20,2.0,2.0,4754.0,34.0,20,20,6676
ablation,wheat-amount,200,6,256,256,4,True,,34.56,7.0,4616,1.0,4720,200,303,20,2.0,2.0,4754.0,34.0,20,20,6452
ablation,wheat-amount,225,6,256,256,4,True,,34.56,7.0,4616,1.0,5248,200,303,20,2.0,2.0,4754.0,34.0,20,20,6353
ablation,wheat-amount,250,6,256,256,4,True,,34.56,7.0,4616,1.0,5776,200,303,20,2.0,2.0,4754.0,34.0,20,20,6325
ablation,wheat-amount,275,6,256,256,4,True,,34.56,7.0,4616,1.0,6061,200,303,20,2.0,2.0,4754.0,34.0,20,20,6317
ablation,wheat-amount,300,6,256,256,4,True,,34.56,7.0,4616,1.0,6061,200,303,20,2.0,2.0,4754.0,34.0,20,20,6317
ablation,wood-amount,0,6,256,256,4,True,,34.56,7.0,4616,1.0,2608,120,303,20,2.0,2.0,4754.0,34.0,20,20,7822
ablation,wood-amount,25,6,256,256,4,True,,34.56,7.0,4616,1.0,2608,140,303,20,2.0,2.0,4754.0,34.0,20,20,7802
ablation,wood-amount,50,6,256,256,4,True,,34.56,7.0,4616,1.0,2608,160,303,20,2.0,2.0,4754.0,34.0,20,20,7780
ablation,wood-amount,75,6,256,256,4,True,,34.56,7.0,4616,1.0,2608,180,303,20,2.0,2.0,4754.0,34.0,20,20,7757
ablation,wood-amount,125,6,256,256,4,True,,34.56,7.0,4616,1.0,2608,220,303,20,2.0,2.0,4754.0,34.0,20,20,7713
ablation,wood-amount,150,6,256,256,4,True,,34.56,7.0,4616,1.0,2608,240,303,20,2.0,2.0,4754.0,34.0,20,20,7699
ablation,wood-amount,175,6,256,256,4,True,,34.56,7.0,4616,1.0,2608,260,303,20,2.0,2.0,4754.0,34.0,20,20,7680
ablation,wood-amount,200,6,256,256,4,True,,34.56,7.0,4616,1.0,2608,280,303,20,2.0,2.0,4754.0,34.0,20,20,7666
ablation,wood-amount,225,6,256,256,4,True,,34.56,7.0,4616,1.0,2608,300,303,20,2.0,2.0,4754.0,34.0,20,20,7651
ablation,wood-amount,250,6,256,256,4,True,,34.56,7.0,4616,1.0,2608,320,303,20,2.0,2.0,4754.0,34.0,20,20,7635
ablation,wood-amount,275,6,256,256,4,True,,34.56,7.0,4616,1.0,2608,340,303,20,2.0,2.0,4754.0,34.0,20,20,7617
ablation,wood-amount,300,6,256,256,4,True,,34.56,7.0,4616,1.0,2608,360,303,20,2.0,2.0,4754.0,34.0,20,20,7596
ablation,algae-amount,0,6,256,256,4,True,,34.56,7.0,4616,1.0,2608,200,0,20,2.0,2.0,4754.0,34.0,20,20,7739
ablation,algae-amount,25,6,256,256,4,True,,34.56,7.0,4616,1.0,2608,200,79,20,2.0,2.0,4754.0,34.0,20,20,7739
ablation,algae-amount,50,6,256,256,4,True,,34.56,7.0,4616,1.0,2608,200,150,20,2.0,2.0,4754.0,34.0,20,20,7739
ablation,algae-amount,75,6,256,256,4,True,,34.56,7.0,4616,1.0,2608,200,222,20,2.0,2.0,4754.0,34.0,20,20,7739
ablation,algae-amount,125,6,256,256,4,True,,34.56,7.0,4616,1.0,2608,200,386,20,2.0,2.0,4754.0,34.0,20,20,7739
ablation,algae-amount,150,6,256,256,4,True,,34.56,7.0,4616,1.0,2608,200,472,20,2.0,2.0,4754.0,34.0,20,20,7739
ablation,algae-amount,175,6,256,256,4,True,,34.56,7.0,4616,1.0,2608,200,549,20,2.0,2.0,4754.0,34.0,20,20,7739
ablation,algae-amount,200,6,256,256,4,True,,34.56,7.0,4616,1.0,2608,200,618,20,2.0,2.0,4754.0,34.0,20,20,7739
ablation,algae-amount,225,6,256,256,4,True,,34.56,7.0,4616,1.0,2608,200,703,20,2.0,2.0,4754.0,34.0,20,20,7739
ablation,algae-amount,250,6,256,256,4,True,,34.56,7.0,4616,1.0,2608,200,777,20,2.0,2.0,4754.0,34.0,20,20,7739
ablation,algae-amount,275,6,256,256,4,True,,34.56,7.0,4616,1.0,2608,200,853,20,2.0,2.0,4754.0,34.0,20,20,7739
ablation,algae-amount,300,6,256,256,4,True,,34.56,7.0,4616,1.0,2608,200,925,20,2.0,2.0,4754.0,34.0,20,20,7739
ablation,fruit-amount,0,6,256,256,4,True,,34.56,7.0,4616,1.0,2608,200,303,0,2.0,2.0,4754.0,34.0,0,0,7900
ablation,fruit-amount,25,6,256,256,4,True,,34.56,7.0,4616,1.0,2608,200,303,4,2.0,2.0,4754.0,34.0,4,4,7872
ablation,fruit-amount,50,6,256,256,4,True,,34.56,7.0,4616,1.0,2608,200,303,12,2.0,2.0,4754.0,34.0,12,12,7801
ablation,fruit-amount,75,6,256,256,4,True,,34.56,7.0,4616,1.0,2608,200,303,16,2.0,2.0,4754.0,34.0,16,16,7771
ablation,fruit-amount,125,6,256,256,4,True,,34.56,7.0,4616,1.0,2608,200,303,24,2.0,2.0,4754.0,34.0,24,24,7716
ablation,fruit-amount,150,6,256,256,4,True,,34.56,7.0,4616,1.0,2608,200,303,32,2.0,2.0,4754.0,34.0,32,32,7656
ablation,fruit-amount,175,6,256,256,4,True,,34.56,7.0,4616,1.0,2608,200,303,36,2.0,2.0,4754.0,34.0,36,36,7635
ablation,fruit-amount,200,6,256,256,4,True,,34.56,7.0,4616,1.0,2608,200,303,40,2.0,2.0,4754.0,34.0,40,40,7617
ablation,fruit-amount,225,6,256,256,4,True,,34.56,7.0,4616,1.0,2608,200,303,44,2.0,2.0,4754.0,34.0,44,44,7599
ablation,fruit-amount,250,6,256,256,4,True,,34.56,7.0,4616,1.0,2608,200,303,52,2.0,2.0,4754.0,34.0,52,52,7572
ablation,fruit-amount,275,6,256,256,4,True,,34.56,7.0,4616,1.0,2608,200,303,56,2.0,2.0,4754.0,34.0,56,56,7560
ablation,fruit-amount,300,6,256,256,4,True,,34.56,7.0,4616,1.0,2608,200,303,60,2.0,2.0,4754.0,34.0,60,60,7548
baseline,,0,7,256,256,4,True,,34.56,7.0,4636,1.0,2749,200,335,20,2.0,2.0,4753.0,69.25,20,20,7451
ablation,court-size,80,7,256,256,4,True,,30.0,7.0,4576,1.0,2873,200,374,20,2.0,2.0,5329.0,36.25,20,20,6256
ablation,court-size,90,7,256,256,4,True,,31.104,7.0,4600,1.0,2809,200,369,20,2.0,2.0,5191.0,36.25,20,20,6583
ablation,court-size,110,7,256,256,4,True,,38.016000000000005,7.0,4748,1.0,2572,200,319,20,2.0,2.0,4294.0,76.0,20,20,7886
ablation,court-size,120,7,256,256,4,True,,41.47200000000001,7.0,4732,1.0,2356,200,316,20,2.0,2.0,3809.0,76.0,20,20,8377
ablation,gate-width,5,7,256,256,4,True,,34.56,5.0,4696,1.0,2749,200,335,20,2.0,2.0,4753.0,69.25,20,20,7696
ablation,gate-width,9,7,256,256,4,True,,34.56,9.0,4576,1.0,2749,200,335,20,2.0,2.0,4753.0,69.25,20,20,7208
ablation,partition-wall,1,7,256,256,4,True,,34.56,7.0,4484,1.0,2749,200,335,20,1.0,2.0,4753.0,69.25,20,20,7562
ablation,partition-wall,3,7,256,256,4,True,,34.56,7.0,4708,1.0,2749,200,335,20,3.0,2.0,4753.0,69.25,20,20,7381
ablation,starting-towers,0,7,256,256,4,True,,34.56,7.0,4636,0.0,2749,200,335,20,2.0,0.0,4753.0,69.25,20,20,7535
ablation,starting-towers,2,7,256,256,4,True,,34.56,7.0,4636,2.0,2749,200,335,20,2.0,2.0,4753.0,69.25,20,20,7463
ablation,starting-towers,3,7,256,256,4,True,,34.56,7.0,4636,3.0,2749,200,335,20,2.0,2.0,4753.0,69.25,20,20,7487
ablation,wheat-amount,0,7,256,256,4,True,,34.56,7.0,4636,1.0,360,200,335,20,2.0,2.0,4753.0,0.0,20,20,8895
ablation,wheat-amount,25,7,256,256,4,True,,34.56,7.0,4636,1.0,964,200,335,20,2.0,2.0,4753.0,19.0,20,20,8543
ablation,wheat-amount,50,7,256,256,4,True,,34.56,7.0,4636,1.0,1568,200,335,20,2.0,2.0,4753.0,38.0,20,20,8183
ablation,wheat-amount,75,7,256,256,4,True,,34.56,7.0,4636,1.0,2172,200,335,20,2.0,2.0,4753.0,57.0,20,20,7828
ablation,wheat-amount,125,7,256,256,4,True,,34.56,7.0,4636,1.0,3277,200,335,20,2.0,2.0,4753.0,69.25,20,20,7081
ablation,wheat-amount,150,7,256,256,4,True,,34.56,7.0,4636,1.0,3805,200,335,20,2.0,2.0,4753.0,69.25,20,20,6725
ablation,wheat-amount,175,7,256,256,4,True,,34.56,7.0,4636,1.0,4333,200,335,20,2.0,2.0,4753.0,69.25,20,20,6356
ablation,wheat-amount,200,7,256,256,4,True,,34.56,7.0,4636,1.0,4861,200,335,20,2.0,2.0,4753.0,69.25,20,20,6154
ablation,wheat-amount,225,7,256,256,4,True,,34.56,7.0,4636,1.0,5389,200,335,20,2.0,2.0,4753.0,69.25,20,20,6053
ablation,wheat-amount,250,7,256,256,4,True,,34.56,7.0,4636,1.0,5917,200,335,20,2.0,2.0,4753.0,69.25,20,20,6021
ablation,wheat-amount,275,7,256,256,4,True,,34.56,7.0,4636,1.0,6232,200,335,20,2.0,2.0,4753.0,69.25,20,20,6009
ablation,wheat-amount,300,7,256,256,4,True,,34.56,7.0,4636,1.0,6232,200,335,20,2.0,2.0,4753.0,69.25,20,20,6009
