experiment,case,ai,team,tick,units,buildings,critical,hungry,critical_share,harvested_wheat,harvested_wood,harvested_fruit,meals,starvation_deaths
lava-shield-initial-playtest-20260915,default,maxima,1,1536,6,1,0,0,0.0,14,2,0,0,0
lava-shield-initial-playtest-20260915,default,maxima,2,1536,6,1,0,0,0.0,14,2,0,0,0
lava-shield-initial-playtest-20260915,default,maxima,3,1536,6,1,0,0,0.0,14,2,0,0,0
lava-shield-initial-playtest-20260915,default,maxima,0,2048,7,2,0,0,0.0,21,3,0,0,0
lava-shield-initial-playtest-20260915,default,maxima,1,2048,7,2,0,0,0.0,18,3,0,0,0
lava-shield-initial-playtest-20260915,default,maxima,2,2048,7,2,0,0,0.0,19,3,0,0,0
lava-shield-initial-playtest-20260915,default,maxima,3,2048,6,2,0,0,0.0,18,3,0,0,0
lava-shield-initial-playtest-20260915,default,maxima,0,2560,7,2,0,0,0.0,28,3,0,0,0
lava-shield-initial-playtest-20260915,default,maxima,1,2560,7,2,0,0,0.0,29,3,0,0,0
lava-shield-initial-playtest-20260915,default,maxima,2,2560,7,2,0,0,0.0,27,3,0,0,0
lava-shield-initial-playtest-20260915,default,maxima,3,2560,7,2,0,0,0.0,26,3,0,0,0
lava-shield-initial-playtest-20260915,default,maxima,0,3072,8,3,0,0,0.0,34,6,0,0,0
lava-shield-initial-playtest-20260915,default,maxima,1,3072,8,2,0,0,0.0,36,4,0,0,0
lava-shield-initial-playtest-20260915,default,maxima,2,3072,7,2,0,0,0.0,33,4,0,0,0
lava-shield-initial-playtest-20260915,default,maxima,3,3072,7,2,0,0,0.0,29,7,0,0,0
lava-shield-initial-playtest-20260915,default,maxima,0,3584,9,3,0,0,0.0,49,6,0,0,0
lava-shield-initial-playtest-20260915,default,maxima,1,3584,9,3,0,0,0.0,43,7,0,0,0
lava-shield-initial-playtest-20260915,default,maxima,2,3584,8,2,0,0,0.0,39,6,0,0,0
lava-shield-initial-playtest-20260915,default,maxima,3,3584,8,2,0,0,0.0,33,13,0,0,0
lava-shield-initial-playtest-20260915,default,maxima,0,4096,10,3,0,1,0.0,59,6,0,0,0
lava-shield-initial-playtest-20260915,default,maxima,1,4096,10,3,0,0,0.0,55,10,0,0,0
lava-shield-initial-playtest-20260915,default,maxima,2,4096,9,2,0,0,0.0,46,7,0,0,0
lava-shield-initial-playtest-20260915,default,maxima,3,4096,8,4,0,0,0.0,39,14,0,0,0
lava-shield-initial-playtest-20260915,default,maxima,0,4608,11,3,0,1,0.0,67,6,0,0,0
lava-shield-initial-playtest-20260915,default,maxima,1,4608,11,4,0,1,0.0,63,15,0,0,0
lava-shield-initial-playtest-20260915,default,maxima,2,4608,10,3,0,1,0.0,56,7,0,0,0
lava-shield-initial-playtest-20260915,default,maxima,3,4608,8,4,0,1,0.0,51,14,0,0,0
lava-shield-initial-playtest-20260915,default,maxima,0,5120,12,3,0,2,0.0,75,14,0,1,0
lava-shield-initial-playtest-20260915,default,maxima,1,5120,13,4,0,1,0.0,75,15,0,1,0
lava-shield-initial-playtest-20260915,default,maxima,2,5120,10,3,0,1,0.0,66,7,0,0,0
lava-shield-initial-playtest-20260915,default,maxima,3,5120,9,4,0,1,0.0,62,14,0,0,0
lava-shield-initial-playtest-20260915,default,maxima,0,5632,13,4,1,3,0.07692307692307693,82,14,0,2,0
lava-shield-initial-playtest-20260915,default,maxima,1,5632,15,4,1,4,0.06666666666666667,84,15,0,1,0
lava-shield-initial-playtest-20260915,default,maxima,2,5632,11,3,1,4,0.09090909090909091,73,7,0,1,0
lava-shield-initial-playtest-20260915,default,maxima,3,5632,10,4,1,1,0.1,71,14,0,1,0
lava-shield-initial-playtest-20260915,default,maxima,0,6144,14,4,1,2,0.07142857142857142,90,14,0,3,0
lava-shield-initial-playtest-20260915,default,maxima,1,6144,17,4,0,0,0.0,95,15,0,5,0
lava-shield-initial-playtest-20260915,default,maxima,2,6144,11,3,0,3,0.0,80,7,0,2,0
lava-shield-initial-playtest-20260915,default,maxima,3,6144,10,4,1,1,0.1,76,14,0,2,0
lava-shield-initial-playtest-20260915,default,maxima,0,6656,15,3,0,0,0.0,102,14,0,5,0
lava-shield-initial-playtest-20260915,default,maxima,1,6656,19,4,0,0,0.0,111,15,0,5,0
lava-shield-initial-playtest-20260915,default,maxima,2,6656,12,3,0,1,0.0,91,7,0,5,0
lava-shield-initial-playtest-20260915,default,maxima,3,6656,10,4,1,1,0.1,85,14,0,2,0
lava-shield-initial-playtest-20260915,default,maxima,0,7168,17,3,0,2,0.0,116,14,0,5,0
lava-shield-initial-playtest-20260915,default,maxima,1,7168,21,4,0,1,0.0,121,17,0,5,0
lava-shield-initial-playtest-20260915,default,maxima,2,7168,13,3,0,1,0.0,104,8,0,5,0
lava-shield-initial-playtest-20260915,default,maxima,3,7168,11,4,1,2,0.09090909090909091,94,14,0,3,0
lava-shield-initial-playtest-20260915,default,maxima,0,7680,18,3,0,2,0.0,126,17,0,5,0
lava-shield-initial-playtest-20260915,default,maxima,1,7680,23,4,1,2,0.043478260869565216,133,22,0,5,0
lava-shield-initial-playtest-20260915,default,maxima,2,7680,14,2,0,1,0.0,114,14,0,6,0
lava-shield-initial-playtest-20260915,default,maxima,3,7680,12,4,1,2,0.08333333333333333,106,14,0,4,0
lava-shield-initial-playtest-20260915,default,maxima,0,8192,19,4,0,1,0.0,140,17,0,7,0
lava-shield-initial-playtest-20260915,default,maxima,1,8192,25,5,2,3,0.08,146,22,0,6,0
lava-shield-initial-playtest-20260915,default,maxima,2,8192,15,3,0,1,0.0,127,15,0,6,0
lava-shield-initial-playtest-20260915,default,maxima,3,8192,13,5,1,2,0.07692307692307693,115,14,0,4,0
lava-shield-initial-playtest-20260915,default,maxima,0,8704,21,4,0,1,0.0,157,23,0,7,0
lava-shield-initial-playtest-20260915,default,maxima,1,8704,28,5,1,4,0.03571428571428571,159,25,0,7,0
lava-shield-initial-playtest-20260915,default,maxima,2,8704,16,3,0,2,0.0,139,15,0,7,0
lava-shield-initial-playtest-20260915,default,maxima,3,8704,14,4,0,1,0.0,126,14,0,6,0
lava-shield-initial-playtest-20260915,default,maxima,0,9216,22,5,1,1,0.045454545454545456,168,25,0,8,0
lava-shield-initial-playtest-20260915,default,maxima,1,9216,30,6,0,1,0.0,176,25,0,10,0
lava-shield-initial-playtest-20260915,default,maxima,2,9216,19,3,0,1,0.0,153,15,0,8,0
lava-shield-initial-playtest-20260915,default,maxima,3,9216,17,4,0,1,0.0,144,14,0,6,0
lava-shield-initial-playtest-20260915,default,maxima,0,9728,24,6,1,3,0.041666666666666664,180,26,0,8,0
lava-shield-initial-playtest-20260915,default,maxima,1,9728,32,6,0,1,0.0,204,25,0,11,0
lava-shield-initial-playtest-20260915,default,maxima,2,9728,21,3,1,1,0.047619047619047616,170,15,0,9,0
lava-shield-initial-playtest-20260915,default,maxima,3,9728,20,4,1,2,0.05,165,14,0,7,0
lava-shield-initial-playtest-20260915,default,maxima,0,10240,24,6,0,2,0.0,194,29,0,9,0
lava-shield-initial-playtest-20260915,default,maxima,1,10240,34,6,0,1,0.0,221,25,0,11,0
lava-shield-initial-playtest-20260915,default,maxima,2,10240,25,3,1,1,0.04,188,18,0,9,0
lava-shield-initial-playtest-20260915,default,maxima,3,10240,24,4,1,2,0.041666666666666664,181,20,0,7,0
lava-shield-initial-playtest-20260915,default,maxima,0,10752,26,6,1,1,0.038461538461538464,215,32,0,11,0
lava-shield-initial-playtest-20260915,default,maxima,1,10752,37,6,0,1,0.0,236,32,0,12,0
lava-shield-initial-playtest-20260915,default,maxima,2,10752,28,4,0,2,0.0,203,24,0,10,0
lava-shield-initial-playtest-20260915,default,maxima,3,10752,27,4,1,1,0.037037037037037035,200,24,0,9,0
lava-shield-initial-playtest-20260915,default,maxima,0,11264,28,7,1,2,0.03571428571428571,226,32,0,11,0
lava-shield-initial-playtest-20260915,default,maxima,1,11264,39,6,1,2,0.02564102564102564,252,37,0,13,0
lava-shield-initial-playtest-20260915,default,maxima,2,11264,31,5,1,3,0.03225806451612903,217,25,0,10,0
lava-shield-initial-playtest-20260915,default,maxima,3,11264,30,6,1,1,0.03333333333333333,220,25,0,9,0
lava-shield-initial-playtest-20260915,default,maxima,0,11776,30,7,3,4,0.1,238,32,0,12,0
lava-shield-initial-playtest-20260915,default,maxima,1,11776,41,6,3,5,0.07317073170731707,267,39,0,14,0
lava-shield-initial-playtest-20260915,default,maxima,2,11776,34,5,0,1,0.0,240,25,0,13,0
lava-shield-initial-playtest-20260915,default,maxima,3,11776,34,6,1,1,0.029411764705882353,242,25,0,9,0
lava-shield-initial-playtest-20260915,default,maxima,0,12288,33,7,1,3,0.030303030303030304,254,32,0,15,0
lava-shield-initial-playtest-20260915,default,maxima,1,12288,43,8,5,8,0.11627906976744186,283,39,0,15,0
lava-shield-initial-playtest-20260915,default,maxima,2,12288,37,5,3,6,0.08108108108108109,262,29,0,13,0
lava-shield-initial-playtest-20260915,default,maxima,3,12288,37,6,1,4,0.02702702702702703,266,29,0,10,0
lava-shield-initial-playtest-20260915,default,maxima,0,12800,35,7,2,5,0.05714285714285714,265,32,0,16,0
lava-shield-initial-playtest-20260915,default,maxima,1,12800,45,8,2,5,0.044444444444444446,304,39,0,20,0
lava-shield-initial-playtest-20260915,default,maxima,2,12800,40,5,3,7,0.075,282,35,0,14,0
lava-shield-initial-playtest-20260915,default,maxima,3,12800,40,6,2,5,0.05,282,38,0,10,0
lava-shield-initial-playtest-20260915,default,maxima,0,13312,38,7,2,4,0.05263157894736842,278,36,0,19,0
lava-shield-initial-playtest-20260915,default,maxima,1,13312,48,8,3,6,0.0625,320,39,0,23,0
lava-shield-initial-playtest-20260915,default,maxima,2,13312,42,5,2,4,0.047619047619047616,307,40,0,17,0
lava-shield-initial-playtest-20260915,default,maxima,3,13312,42,6,2,3,0.047619047619047616,301,39,0,13,0
lava-shield-initial-playtest-20260915,default,maxima,0,13824,40,7,1,3,0.025,296,43,0,22,0
lava-shield-initial-playtest-20260915,default,maxima,1,13824,49,8,4,7,0.08163265306122448,334,41,0,23,0
lava-shield-initial-playtest-20260915,default,maxima,2,13824,45,6,1,2,0.022222222222222223,334,40,0,19,0
lava-shield-initial-playtest-20260915,default,maxima,3,13824,45,6,4,5,0.08888888888888889,321,39,0,15,0
lava-shield-initial-playtest-20260915,default,maxima,0,14336,42,7,0,3,0.0,311,50,0,25,0
lava-shield-initial-playtest-20260915,default,maxima,1,14336,50,8,3,4,0.06,346,46,0,29,0
lava-shield-initial-playtest-20260915,default,maxima,2,14336,50,6,1,3,0.02,368,40,0,21,0
lava-shield-initial-playtest-20260915,default,maxima,3,14336,48,7,4,5,0.08333333333333333,339,39,0,16,0
lava-shield-initial-playtest-20260915,default,maxima,0,14848,44,9,2,6,0.045454545454545456,323,52,0,25,0
lava-shield-initial-playtest-20260915,default,maxima,1,14848,55,8,2,6,0.03636363636363636,364,47,0,30,0
lava-shield-initial-playtest-20260915,default,maxima,2,14848,55,6,1,5,0.01818181818181818,407,44,0,21,0
lava-shield-initial-playtest-20260915,default,maxima,3,14848,51,8,2,3,0.0392156862745098,361,39,0,19,0
lava-shield-initial-playtest-20260915,default,maxima,0,15360,47,9,0,0,0.0,337,56,0,31,0
lava-shield-initial-playtest-20260915,default,maxima,1,15360,57,9,2,5,0.03508771929824561,378,47,0,34,0
lava-shield-initial-playtest-20260915,default,maxima,2,15360,58,7,0,2,0.0,437,47,0,24,0
lava-shield-initial-playtest-20260915,default,maxima,3,15360,57,8,1,8,0.017543859649122806,384,39,0,21,0
lava-shield-initial-playtest-20260915,default,maxima,0,15872,49,10,1,3,0.02040816326530612,353,60,0,31,0
lava-shield-initial-playtest-20260915,default,maxima,1,15872,60,10,5,10,0.08333333333333333,392,50,0,35,0
lava-shield-initial-playtest-20260915,default,maxima,2,15872,64,8,2,2,0.03125,473,49,0,25,0
lava-shield-initial-playtest-20260915,default,maxima,3,15872,60,8,0,9,0.0,401,42,0,23,0
lava-shield-initial-playtest-20260915,small,nicowar,0,0,0,0,0,0,0.0,0,0,0,0,0
lava-shield-initial-playtest-20260915,small,nicowar,1,0,0,0,0,0,0.0,0,0,0,0,0
lava-shield-initial-playtest-20260915,small,nicowar,0,512,4,1,0,0,0.0,4,0,0,0,0
lava-shield-initial-playtest-20260915,small,nicowar,1,512,4,1,0,0,0.0,6,1,0,0,0
lava-shield-initial-playtest-20260915,small,nicowar,0,1024,5,1,0,0,0.0,7,3,0,0,0
lava-shield-initial-playtest-20260915,small,nicowar,1,1024,5,2,0,0,0.0,11,3,0,0,0
lava-shield-initial-playtest-20260915,small,nicowar,0,1536,5,2,0,0,0.0,13,3,0,0,0
lava-shield-initial-playtest-20260915,small,nicowar,1,1536,6,2,0,0,0.0,17,3,0,0,0
lava-shield-initial-playtest-20260915,small,nicowar,0,2048,6,2,0,0,0.0,22,3,0,0,0
lava-shield-initial-playtest-20260915,small,nicowar,1,2048,6,2,0,0,0.0,26,3,0,0,0
lava-shield-initial-playtest-20260915,small,nicowar,0,2560,7,2,0,0,0.0,28,3,0,0,0
lava-shield-initial-playtest-20260915,small,nicowar,1,2560,7,2,0,0,0.0,34,3,0,0,0
lava-shield-initial-playtest-20260915,small,nicowar,0,3072,7,2,0,0,0.0,34,3,0,0,0
lava-shield-initial-playtest-20260915,small,nicowar,1,3072,9,2,0,0,0.0,41,3,0,0,0
lava-shield-initial-playtest-20260915,small,nicowar,0,3584,9,2,0,0,0.0,41,3,0,0,0
lava-shield-initial-playtest-20260915,small,nicowar,1,3584,10,2,0,0,0.0,48,3,0,0,0
lava-shield-initial-playtest-20260915,small,nicowar,0,4096,10,2,0,1,0.0,47,3,0,0,0
lava-shield-initial-playtest-20260915,small,nicowar,1,4096,11,2,0,1,0.0,70,3,0,0,0
lava-shield-initial-playtest-20260915,small,nicowar,0,4608,11,2,0,1,0.0,61,6,0,0,0
lava-shield-initial-playtest-20260915,small,nicowar,1,4608,12,2,0,1,0.0,90,3,0,0,0
lava-shield-initial-playtest-20260915,small,nicowar,0,5120,12,3,0,0,0.0,73,10,0,1,0
lava-shield-initial-playtest-20260915,small,nicowar,1,5120,13,3,0,0,0.0,109,3,0,1,0
lava-shield-initial-playtest-20260915,small,nicowar,0,5632,12,3,1,1,0.08333333333333333,82,10,0,1,0
lava-shield-initial-playtest-20260915,small,nicowar,1,5632,18,3,1,2,0.05555555555555555,134,3,0,1,0
lava-shield-initial-playtest-20260915,small,nicowar,0,6144,13,3,1,3,0.07692307692307693,87,11,0,1,0
lava-shield-initial-playtest-20260915,small,nicowar,1,6144,22,4,3,4,0.13636363636363635,152,6,0,1,0
lava-shield-initial-playtest-20260915,small,nicowar,0,6656,14,3,0,0,0.0,94,13,0,4,0
lava-shield-initial-playtest-20260915,small,nicowar,1,6656,24,4,1,1,0.041666666666666664,173,8,0,4,0
lava-shield-initial-playtest-20260915,small,nicowar,0,7168,14,4,0,1,0.0,107,14,0,4,0
lava-shield-initial-playtest-20260915,small,nicowar,1,7168,27,5,0,1,0.0,200,14,1,5,0
lava-shield-initial-playtest-20260915,small,nicowar,0,7680,15,5,0,1,0.0,120,14,0,4,0
lava-shield-initial-playtest-20260915,small,nicowar,1,7680,30,6,0,2,0.0,227,21,1,5,0
lava-shield-initial-playtest-20260915,small,nicowar,0,8192,18,5,0,3,0.0,138,14,0,5,0
lava-shield-initial-playtest-20260915,small,nicowar,1,8192,33,6,2,2,0.06060606060606061,256,25,1,6,0
lava-shield-initial-playtest-20260915,small,nicowar,0,8704,21,5,1,4,0.047619047619047616,157,16,0,5,0
lava-shield-initial-playtest-20260915,small,nicowar,1,8704,36,7,3,3,0.08333333333333333,280,28,2,6,0
lava-shield-initial-playtest-20260915,small,nicowar,0,9216,23,6,1,2,0.043478260869565216,180,17,0,8,0
lava-shield-initial-playtest-20260915,small,nicowar,1,9216,39,7,4,5,0.10256410256410256,304,35,3,8,0
lava-shield-initial-playtest-20260915,small,nicowar,0,9728,24,6,0,0,0.0,209,20,0,10,0
lava-shield-initial-playtest-20260915,small,nicowar,1,9728,47,8,3,5,0.06382978723404255,336,40,3,10,0
lava-shield-initial-playtest-20260915,small,nicowar,0,10240,25,7,0,0,0.0,238,25,0,10,0
lava-shield-initial-playtest-20260915,small,nicowar,1,10240,53,9,3,6,0.05660377358490566,363,47,4,11,0
lava-shield-initial-playtest-20260915,small,nicowar,0,10752,28,8,0,0,0.0,259,33,0,10,0
lava-shield-initial-playtest-20260915,small,nicowar,1,10752,59,10,1,4,0.01694915254237288,390,50,5,14,0
lava-shield-initial-playtest-20260915,small,nicowar,0,11264,31,9,0,0,0.0,283,40,0,10,0
lava-shield-initial-playtest-20260915,small,nicowar,1,11264,66,10,5,9,0.07575757575757576,421,53,6,15,0
lava-shield-initial-playtest-20260915,small,nicowar,0,11776,36,9,0,0,0.0,311,42,0,10,0
lava-shield-initial-playtest-20260915,small,nicowar,1,11776,70,9,5,6,0.07142857142857142,466,55,9,22,0
lava-shield-initial-playtest-20260915,small,nicowar,0,12288,45,11,8,9,0.17777777777777778,338,50,0,10,0
lava-shield-initial-playtest-20260915,small,nicowar,1,12288,73,10,5,5,0.0684931506849315,491,61,10,25,0
lava-shield-initial-playtest-20260915,small,nicowar,0,12800,48,11,7,9,0.14583333333333334,353,58,2,12,0
lava-shield-initial-playtest-20260915,small,nicowar,1,12800,71,10,8,10,0.11267605633802817,515,72,11,26,0
lava-shield-initial-playtest-20260915,small,nicowar,0,13312,53,12,6,9,0.11320754716981132,375,61,2,15,0
lava-shield-initial-playtest-20260915,small,nicowar,1,13312,71,10,6,8,0.08450704225352113,532,75,12,29,0
lava-shield-initial-playtest-20260915,small,nicowar,0,13824,57,13,9,11,0.15789473684210525,403,66,4,17,0
lava-shield-initial-playtest-20260915,small,nicowar,1,13824,74,12,7,11,0.0945945945945946,552,83,14,30,0
lava-shield-initial-playtest-20260915,small,nicowar,0,14336,60,14,8,11,0.13333333333333333,426,68,6,21,0
lava-shield-initial-playtest-20260915,small,nicowar,1,14336,70,15,7,9,0.1,558,97,15,32,1
lava-shield-initial-playtest-20260915,small,nicowar,0,14848,64,14,6,8,0.09375,464,70,7,23,0
lava-shield-initial-playtest-20260915,small,nicowar,1,14848,70,14,8,12,0.11428571428571428,582,109,19,35,2
lava-shield-initial-playtest-20260915,small,nicowar,0,15360,63,14,3,4,0.047619047619047616,501,76,10,27,0
lava-shield-initial-playtest-20260915,small,nicowar,1,15360,76,16,12,14,0.15789473684210525,599,118,24,42,2
lava-shield-initial-playtest-20260915,small,nicowar,0,15872,65,16,3,4,0.046153846153846156,533,84,11,28,0
lava-shield-initial-playtest-20260915,small,nicowar,1,15872,80,17,14,15,0.175,618,122,28,46,2
lava-shield-initial-playtest-20260915,small,numbi,0,0,0,0,0,0,0.0,0,0,0,0,0
lava-shield-initial-playtest-20260915,small,numbi,1,0,0,0,0,0,0.0,0,0,0,0,0
lava-shield-initial-playtest-20260915,small,numbi,0,512,4,1,0,0,0.0,3,2,0,0,0
lava-shield-initial-playtest-20260915,small,numbi,1,512,4,1,0,0,0.0,3,2,0,0,0
lava-shield-initial-playtest-20260915,small,numbi,0,1024,4,1,0,0,0.0,6,5,0,0,0
lava-shield-initial-playtest-20260915,small,numbi,1,1024,4,1,0,0,0.0,7,5,0,0,0
lava-shield-initial-playtest-20260915,small,numbi,0,1536,5,3,0,0,0.0,10,6,0,0,0
lava-shield-initial-playtest-20260915,small,numbi,1,1536,5,3,0,0,0.0,12,6,0,0,0
lava-shield-initial-playtest-20260915,small,numbi,0,2048,5,3,0,0,0.0,19,6,0,0,0
lava-shield-initial-playtest-20260915,small,numbi,1,2048,5,3,0,0,0.0,20,6,0,0,0
lava-shield-initial-playtest-20260915,small,numbi,0,2560,5,3,0,0,0.0,22,6,0,0,0
lava-shield-initial-playtest-20260915,small,numbi,1,2560,6,3,0,0,0.0,28,6,0,0,0
lava-shield-initial-playtest-20260915,small,numbi,0,3072,5,3,0,0,0.0,26,6,1,0,0
lava-shield-initial-playtest-20260915,small,numbi,1,3072,6,3,0,0,0.0,36,8,0,0,0
lava-shield-initial-playtest-20260915,small,numbi,0,3584,5,3,0,0,0.0,29,6,1,0,0
lava-shield-initial-playtest-20260915,small,numbi,1,3584,7,4,0,0,0.0,45,9,0,0,0
lava-shield-initial-playtest-20260915,small,numbi,0,4096,6,3,0,0,0.0,35,6,1,0,0
lava-shield-initial-playtest-20260915,small,numbi,1,4096,8,4,0,0,0.0,51,10,0,0,0
lava-shield-initial-playtest-20260915,small,numbi,0,4608,6,3,0,0,0.0,35,6,1,0,0
lava-shield-initial-playtest-20260915,small,numbi,1,4608,9,4,0,0,0.0,51,11,0,0,0
lava-shield-initial-playtest-20260915,small,numbi,0,5120,6,3,0,0,0.0,35,6,1,0,0
lava-shield-initial-playtest-20260915,small,numbi,1,5120,9,5,1,1,0.1111111111111111,52,12,0,0,0
lava-shield-initial-playtest-20260915,small,numbi,0,5632,6,3,1,2,0.16666666666666666,35,6,1,0,0
lava-shield-initial-playtest-20260915,small,numbi,1,5632,9,5,2,3,0.2222222222222222,54,12,0,0,0
lava-shield-initial-playtest-20260915,small,numbi,0,6144,6,3,0,2,0.0,35,6,1,1,0
lava-shield-initial-playtest-20260915,small,numbi,1,6144,9,5,0,0,0.0,57,12,0,3,0
lava-shield-initial-playtest-20260915,small,numbi,0,6656,6,3,0,3,0.0,36,6,1,2,0
lava-shield-initial-playtest-20260915,small,numbi,1,6656,9,5,1,2,0.1111111111111111,60,12,0,3,0
lava-shield-initial-playtest-20260915,small,numbi,0,7168,6,3,0,2,0.0,37,6,1,3,0
lava-shield-initial-playtest-20260915,small,numbi,1,7168,9,5,1,2,0.1111111111111111,62,12,0,4,0
lava-shield-initial-playtest-20260915,small,numbi,0,7680,6,3,0,0,0.0,38,6,1,5,0
lava-shield-initial-playtest-20260915,small,numbi,1,7680,9,5,0,2,0.0,64,12,0,5,0
lava-shield-initial-playtest-20260915,small,numbi,0,8192,6,3,0,0,0.0,38,6,1,5,0
lava-shield-initial-playtest-20260915,small,numbi,1,8192,9,5,0,1,0.0,65,12,0,6,0
lava-shield-initial-playtest-20260915,small,numbi,0,8704,6,3,0,0,0.0,40,6,1,5,0
lava-shield-initial-playtest-20260915,small,numbi,1,8704,9,5,0,1,0.0,66,12,0,7,0
lava-shield-initial-playtest-20260915,small,numbi,0,9216,6,3,0,0,0.0,40,6,1,5,0
lava-shield-initial-playtest-20260915,small,numbi,1,9216,9,5,0,2,0.0,66,12,0,7,0
lava-shield-initial-playtest-20260915,small,numbi,0,9728,6,3,0,1,0.0,40,6,1,5,0
lava-shield-initial-playtest-20260915,small,numbi,1,9728,9,5,0,1,0.0,67,12,0,8,0
lava-shield-initial-playtest-20260915,small,numbi,0,10240,6,3,0,1,0.0,40,6,1,5,0
lava-shield-initial-playtest-20260915,small,numbi,1,10240,9,5,0,0,0.0,67,12,0,9,0
lava-shield-initial-playtest-20260915,small,numbi,0,10752,6,3,0,0,0.0,40,9,1,6,0
lava-shield-initial-playtest-20260915,small,numbi,1,10752,9,5,0,0,0.0,67,12,3,9,0
lava-shield-initial-playtest-20260915,small,numbi,0,11264,6,4,0,0,0.0,42,9,1,6,0
lava-shield-initial-playtest-20260915,small,numbi,1,11264,9,5,1,3,0.1111111111111111,68,12,4,9,0
lava-shield-initial-playtest-20260915,small,numbi,0,11776,6,4,0,1,0.0,44,15,1,6,0
lava-shield-initial-playtest-20260915,small,numbi,1,11776,9,5,2,4,0.2222222222222222,68,14,4,9,0
lava-shield-initial-playtest-20260915,small,numbi,0,12288,6,5,1,2,0.16666666666666666,46,16,1,6,0
lava-shield-initial-playtest-20260915,small,numbi,1,12288,9,6,1,2,0.1111111111111111,70,15,4,12,0
lava-shield-initial-playtest-20260915,small,numbi,0,12800,6,5,2,4,0.3333333333333333,48,21,1,7,0
lava-shield-initial-playtest-20260915,small,numbi,1,12800,9,6,1,2,0.1111111111111111,74,15,4,13,0
lava-shield-initial-playtest-20260915,small,numbi,0,13312,6,5,1,2,0.16666666666666666,52,21,1,9,0
lava-shield-initial-playtest-20260915,small,numbi,1,13312,9,6,1,1,0.1111111111111111,77,15,4,14,0
lava-shield-initial-playtest-20260915,small,numbi,0,13824,6,5,0,0,0.0,56,24,1,11,0
lava-shield-initial-playtest-20260915,small,numbi,1,13824,9,6,0,1,0.0,78,15,5,15,0
lava-shield-initial-playtest-20260915,small,numbi,0,14336,7,6,0,0,0.0,58,29,1,11,0
lava-shield-initial-playtest-20260915,small,numbi,1,14336,9,6,0,1,0.0,81,15,6,15,0
lava-shield-initial-playtest-20260915,small,numbi,0,14848,7,8,0,0,0.0,59,33,1,11,0
lava-shield-initial-playtest-20260915,small,numbi,1,14848,9,6,0,1,0.0,83,15,6,16,0
lava-shield-initial-playtest-20260915,small,numbi,0,15360,7,8,0,0,0.0,62,34,1,11,0
lava-shield-initial-playtest-20260915,small,numbi,1,15360,9,6,0,2,0.0,84,15,7,16,0
lava-shield-initial-playtest-20260915,small,numbi,0,15872,7,8,0,0,0.0,65,35,1,11,0
lava-shield-initial-playtest-20260915,small,numbi,1,15872,9,6,0,2,0.0,86,15,7,17,0
lava-shield-initial-playtest-20260915,small,maxima,0,0,0,0,0,0,0.0,0,0,0,0,0
lava-shield-initial-playtest-20260915,small,maxima,1,0,0,0,0,0,0.0,0,0,0,0,0
lava-shield-initial-playtest-20260915,small,maxima,0,512,4,1,0,0,0.0,4,0,0,0,0
lava-shield-initial-playtest-20260915,small,maxima,1,512,4,1,0,0,0.0,5,0,0,0,0
lava-shield-initial-playtest-20260915,small,maxima,0,1024,5,1,0,0,0.0,9,1,0,0,0
lava-shield-initial-playtest-20260915,small,maxima,1,1024,5,1,0,0,0.0,11,2,0,0,0
lava-shield-initial-playtest-20260915,small,maxima,0,1536,6,1,0,0,0.0,13,2,0,0,0
lava-shield-initial-playtest-20260915,small,maxima,1,1536,6,2,0,0,0.0,16,3,0,0,0
lava-shield-initial-playtest-20260915,small,maxima,0,2048,6,2,0,0,0.0,17,3,0,0,0
lava-shield-initial-playtest-20260915,small,maxima,1,2048,6,2,0,0,0.0,21,3,0,0,0
lava-shield-initial-playtest-20260915,small,maxima,0,2560,7,2,0,0,0.0,24,3,0,0,0
lava-shield-initial-playtest-20260915,small,maxima,1,2560,6,2,0,0,0.0,27,3,2,0,0
lava-shield-initial-playtest-20260915,small,maxima,0,3072,7,2,0,0,0.0,30,5,0,0,0
lava-shield-initial-playtest-20260915,small,maxima,1,3072,7,2,0,0,0.0,31,5,2,0,0
lava-shield-initial-playtest-20260915,small,maxima,0,3584,7,2,0,0,0.0,32,12,0,0,0
lava-shield-initial-playtest-20260915,small,maxima,1,3584,8,2,0,0,0.0,35,11,2,0,0
lava-shield-initial-playtest-20260915,small,maxima,0,4096,8,3,0,0,0.0,37,14,0,0,0
lava-shield-initial-playtest-20260915,small,maxima,1,4096,9,3,0,0,0.0,43,12,2,0,0
lava-shield-initial-playtest-20260915,small,maxima,0,4608,9,4,0,1,0.0,47,14,0,0,0
lava-shield-initial-playtest-20260915,small,maxima,1,4608,10,4,0,1,0.0,50,14,2,0,0
lava-shield-initial-playtest-20260915,small,maxima,0,5120,9,4,0,1,0.0,60,14,0,0,0
lava-shield-initial-playtest-20260915,small,maxima,1,5120,12,3,0,0,0.0,59,14,2,1,0
lava-shield-initial-playtest-20260915,small,maxima,0,5632,10,4,1,3,0.1,66,14,0,1,0
lava-shield-initial-playtest-20260915,small,maxima,1,5632,12,3,2,4,0.16666666666666666,66,14,2,1,0
lava-shield-initial-playtest-20260915,small,maxima,0,6144,11,4,1,4,0.09090909090909091,70,14,0,1,0
